collective,num_nodes,num_gpus,size_bytes,count,data_type,redop,time_oop_us,algbw_oop,busbw_oop,errors_oop,time_ip_us,algbw_ip,busbw_ip,errors_ip,algo,proto,nchannels,requested_algo,requested_proto,requested_nchannels,substituted,measured_algo_raw,nchannels_source
reduce_perf,1,8,4096,1024,float,sum,16.87,0.24,0.24,0,11.55,0.35,0.35,0,RING,LL,1,,,,0,RING,A_flag_ceiling
reduce_perf,1,8,8192,2048,float,sum,14.97,0.55,0.55,0,13.82,0.59,0.59,0,RING,LL,1,,,,0,RING,A_flag_ceiling
reduce_perf,1,8,16384,4096,float,sum,17.62,0.93,0.93,0,16.62,0.99,0.99,0,RING,LL,1,,,,0,RING,A_flag_ceiling
reduce_perf,1,8,32768,8192,float,sum,17.28,1.9,1.9,0,15.95,2.05,2.05,0,RING,LL,2,,,,0,RING,A_flag_ceiling
reduce_perf,1,8,65536,16384,float,sum,17.82,3.68,3.68,0,17.72,3.7,3.7,0,RING,LL,4,,,,0,RING,A_flag_ceiling
reduce_perf,1,8,131072,32768,float,sum,23.89,5.49,5.49,0,22.65,5.79,5.79,0,RING,LL,8,,,,0,RING,A_flag_ceiling
reduce_perf,1,8,262144,65536,float,sum,21.33,12.29,12.29,0,21.43,12.23,12.23,0,RING,LL,16,,,,0,RING,A_flag_ceiling
reduce_perf,1,8,524288,131072,float,sum,52.8,9.93,9.93,0,53.58,9.78,9.78,0,RING,SIMPLE,16,,,,0,RING,A_flag_ceiling
reduce_perf,1,8,1048576,262144,float,sum,55.42,18.92,18.92,0,54.92,19.09,19.09,0,RING,SIMPLE,32,,,,0,RING,A_flag_ceiling
reduce_perf,1,8,2097152,524288,float,sum,57.39,36.54,36.54,0,56.5,37.12,37.12,0,RING,SIMPLE,64,,,,0,RING,A_flag_ceiling
reduce_perf,1,8,4194304,1048576,float,sum,67.45,62.19,62.19,0,64.42,65.11,65.11,0,RING,SIMPLE,112,,,,0,RING,A_flag_ceiling
reduce_perf,1,8,8388608,2097152,float,sum,83.35,100.65,100.65,0,77.6,108.1,108.1,0,RING,SIMPLE,112,,,,0,RING,A_flag_ceiling
reduce_perf,1,8,16777216,4194304,float,sum,110.14,152.33,152.33,0,103.15,162.65,162.65,0,RING,SIMPLE,112,,,,0,RING,A_flag_ceiling
reduce_perf,1,8,33554432,8388608,float,sum,171.74,195.37,195.37,0,158.82,211.27,211.27,0,RING,SIMPLE,112,,,,0,RING,A_flag_ceiling
reduce_perf,1,8,67108864,16777216,float,sum,300.34,223.44,223.44,0,273.92,245.0,245.0,0,RING,SIMPLE,112,,,,0,RING,A_flag_ceiling
reduce_perf,1,8,134217728,33554432,float,sum,516.02,260.1,260.1,0,472.33,284.16,284.16,0,RING,SIMPLE,112,,,,0,RING,A_flag_ceiling
reduce_perf,1,8,268435456,67108864,float,sum,991.47,270.75,270.75,0,933.0,287.71,287.71,0,RING,SIMPLE,112,,,,0,RING,A_flag_ceiling
reduce_perf,1,8,536870912,134217728,float,sum,1837.16,292.23,292.23,0,1840.07,291.77,291.77,0,RING,SIMPLE,112,,,,0,RING,A_flag_ceiling
