timestamp,collective,num_nodes,num_gpus,num_channels,algo,proto,avg_busbw,max_busbw,status,duration_sec,rccl_version
2026-08-18T13:09:17.538666,broadcast_perf,1,8,1,RING,SIMPLE,4.4568,6.34,success,12.697076797485352,
2026-08-18T13:09:30.252530,broadcast_perf,1,8,1,RING,LL,2.27524,2.79,success,23.651979684829712,
2026-08-18T13:09:53.921932,broadcast_perf,1,8,2,RING,SIMPLE,7.64749,11.65,success,9.264883995056152,
2026-08-18T13:10:03.203584,broadcast_perf,1,8,2,RING,LL,4.07641,5.2,success,14.7144033908844,
2026-08-18T13:10:17.936703,broadcast_perf,1,8,4,RING,SIMPLE,11.6405,21.39,success,6.992055177688599,
2026-08-18T13:10:24.946506,broadcast_perf,1,8,4,RING,LL,6.87103,9.64,success,10.06988263130188,
2026-08-18T13:10:35.032404,broadcast_perf,1,8,8,RING,SIMPLE,18.6018,40.99,success,6.2510857582092285,
2026-08-18T13:10:41.299992,broadcast_perf,1,8,8,RING,LL,12.1964,19.04,success,7.733736991882324,
2026-08-18T13:10:49.048277,broadcast_perf,1,8,16,RING,SIMPLE,32.2953,83.04,success,6.568104028701782,
2026-08-18T13:10:55.636763,broadcast_perf,1,8,16,RING,LL,21.8842,37.31,success,7.488966703414917,
2026-08-18T13:11:03.150139,broadcast_perf,1,8,24,RING,SIMPLE,44.0782,120.95,success,7.463728427886963,
2026-08-18T13:11:10.631950,broadcast_perf,1,8,24,RING,LL,30.4104,54.96,success,7.97696852684021,
2026-08-18T13:11:18.626019,broadcast_perf,1,8,32,RING,SIMPLE,53.8717,156.64,success,8.456551313400269,
2026-08-18T13:11:27.100765,broadcast_perf,1,8,32,RING,LL,38.3722,71.17,success,8.681441068649292,
2026-08-18T13:11:35.798921,broadcast_perf,1,8,40,RING,SIMPLE,63.8696,192.33,success,9.254991292953491,
2026-08-18T13:11:45.071406,broadcast_perf,1,8,40,RING,LL,45.427,87.14,success,9.324249982833862,
2026-08-18T13:11:54.412841,broadcast_perf,1,8,48,RING,SIMPLE,72.0525,222.66,success,10.228001356124878,
2026-08-18T13:12:04.657430,broadcast_perf,1,8,48,RING,LL,52.5784,104.25,success,10.56550407409668,
2026-08-18T13:12:15.241589,broadcast_perf,1,8,56,RING,SIMPLE,79.5901,254.91,success,10.923012018203735,
2026-08-18T13:12:26.181806,broadcast_perf,1,8,56,RING,LL,58.1358,118.57,success,11.476287603378296,
