collective,num_nodes,num_gpus,size_bytes,count,data_type,redop,time_oop_us,algbw_oop,busbw_oop,errors_oop,time_ip_us,algbw_ip,busbw_ip,errors_ip,algo,proto,nchannels,requested_algo,requested_proto,requested_nchannels,substituted,measured_algo_raw,nchannels_source
broadcast_perf,1,8,4096,1024,float,none,14.55,0.28,0.28,0,16.72,0.24,0.24,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
broadcast_perf,1,8,8192,2048,float,none,14.71,0.56,0.56,0,12.44,0.66,0.66,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
broadcast_perf,1,8,16384,4096,float,none,14.93,1.1,1.1,0,16.48,0.99,0.99,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
broadcast_perf,1,8,32768,8192,float,none,18.09,1.81,1.81,0,15.35,2.13,2.13,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
broadcast_perf,1,8,65536,16384,float,none,22.37,2.93,2.93,0,21.69,3.02,3.02,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
broadcast_perf,1,8,131072,32768,float,none,38.08,3.44,3.44,0,35.03,3.74,3.74,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
broadcast_perf,1,8,262144,65536,float,none,61.8,4.24,4.24,0,61.5,4.26,4.26,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
broadcast_perf,1,8,524288,131072,float,none,105.13,4.99,4.99,0,104.42,5.02,5.02,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
broadcast_perf,1,8,1048576,262144,float,none,200.24,5.24,5.24,0,198.67,5.28,5.28,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
broadcast_perf,1,8,2097152,524288,float,none,372.43,5.63,5.63,0,368.55,5.69,5.69,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
broadcast_perf,1,8,4194304,1048576,float,none,714.93,5.87,5.87,0,707.68,5.93,5.93,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
broadcast_perf,1,8,8388608,2097152,float,none,1329.35,6.31,6.31,0,1324.47,6.33,6.33,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
broadcast_perf,1,8,16777216,4194304,float,none,2644.38,6.34,6.34,0,2617.65,6.41,6.41,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
broadcast_perf,1,8,33554432,8388608,float,none,5507.94,6.09,6.09,0,5290.85,6.34,6.34,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
broadcast_perf,1,8,67108864,16777216,float,none,11038.4,6.08,6.08,0,10603.5,6.33,6.33,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
broadcast_perf,1,8,134217728,33554432,float,none,22120.6,6.07,6.07,0,21221.3,6.32,6.32,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
broadcast_perf,1,8,268435456,67108864,float,none,44301.4,6.06,6.06,0,42453.7,6.32,6.32,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
broadcast_perf,1,8,536870912,134217728,float,none,88636.4,6.06,6.06,0,84990.1,6.32,6.32,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
broadcast_perf,1,8,4096,1024,float,none,15.66,0.26,0.26,0,13.55,0.3,0.3,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
broadcast_perf,1,8,8192,2048,float,none,14.35,0.57,0.57,0,13.98,0.59,0.59,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
broadcast_perf,1,8,16384,4096,float,none,16.0,1.02,1.02,0,15.76,1.04,1.04,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
broadcast_perf,1,8,32768,8192,float,none,20.19,1.62,1.62,0,18.93,1.73,1.73,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
broadcast_perf,1,8,65536,16384,float,none,29.57,2.22,2.22,0,29.41,2.23,2.23,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
broadcast_perf,1,8,131072,32768,float,none,54.01,2.43,2.43,0,52.26,2.51,2.51,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
broadcast_perf,1,8,262144,65536,float,none,98.41,2.66,2.66,0,99.0,2.65,2.65,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
broadcast_perf,1,8,524288,131072,float,none,192.64,2.72,2.72,0,192.01,2.73,2.73,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
broadcast_perf,1,8,1048576,262144,float,none,381.06,2.75,2.75,0,378.19,2.77,2.77,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
broadcast_perf,1,8,2097152,524288,float,none,756.05,2.77,2.77,0,750.56,2.79,2.79,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
broadcast_perf,1,8,4194304,1048576,float,none,1507.47,2.78,2.78,0,1501.28,2.79,2.79,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
broadcast_perf,1,8,8388608,2097152,float,none,3004.56,2.79,2.79,0,3020.27,2.78,2.78,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
broadcast_perf,1,8,16777216,4194304,float,none,6131.94,2.74,2.74,0,6120.48,2.74,2.74,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
broadcast_perf,1,8,33554432,8388608,float,none,12420.3,2.7,2.7,0,12383.5,2.71,2.71,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
broadcast_perf,1,8,67108864,16777216,float,none,24948.5,2.69,2.69,0,24851.7,2.7,2.7,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
broadcast_perf,1,8,134217728,33554432,float,none,49994.4,2.68,2.68,0,49840.2,2.69,2.69,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
broadcast_perf,1,8,268435456,67108864,float,none,100154.0,2.68,2.68,0,99905.9,2.69,2.69,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
broadcast_perf,1,8,536870912,134217728,float,none,200623.0,2.68,2.68,0,199571.0,2.69,2.69,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
broadcast_perf,1,8,4096,1024,float,none,14.13,0.29,0.29,0,15.8,0.26,0.26,0,RING,SIMPLE,2,RING,SIMPLE,2,0,RING,A_flag_ceiling
broadcast_perf,1,8,8192,2048,float,none,14.98,0.55,0.55,0,14.6,0.56,0.56,0,RING,SIMPLE,2,RING,SIMPLE,2,0,RING,A_flag_ceiling
broadcast_perf,1,8,16384,4096,float,none,17.37,0.94,0.94,0,17.28,0.95,0.95,0,RING,SIMPLE,2,RING,SIMPLE,2,0,RING,A_flag_ceiling
broadcast_perf,1,8,32768,8192,float,none,17.47,1.88,1.88,0,17.16,1.91,1.91,0,RING,SIMPLE,2,RING,SIMPLE,2,0,RING,A_flag_ceiling
broadcast_perf,1,8,65536,16384,float,none,17.61,3.72,3.72,0,16.25,4.03,4.03,0,RING,SIMPLE,2,RING,SIMPLE,2,0,RING,A_flag_ceiling
broadcast_perf,1,8,131072,32768,float,none,26.59,4.93,4.93,0,24.18,5.42,5.42,0,RING,SIMPLE,2,RING,SIMPLE,2,0,RING,A_flag_ceiling
broadcast_perf,1,8,262144,65536,float,none,36.68,7.15,7.15,0,36.37,7.21,7.21,0,RING,SIMPLE,2,RING,SIMPLE,2,0,RING,A_flag_ceiling
broadcast_perf,1,8,524288,131072,float,none,63.75,8.22,8.22,0,63.68,8.23,8.23,0,RING,SIMPLE,2,RING,SIMPLE,2,0,RING,A_flag_ceiling
broadcast_perf,1,8,1048576,262144,float,none,109.96,9.54,9.54,0,109.66,9.56,9.56,0,RING,SIMPLE,2,RING,SIMPLE,2,0,RING,A_flag_ceiling
broadcast_perf,1,8,2097152,524288,float,none,210.85,9.95,9.95,0,211.7,9.91,9.91,0,RING,SIMPLE,2,RING,SIMPLE,2,0,RING,A_flag_ceiling
broadcast_perf,1,8,4194304,1048576,float,none,394.5,10.63,10.63,0,396.31,10.58,10.58,0,RING,SIMPLE,2,RING,SIMPLE,2,0,RING,A_flag_ceiling
broadcast_perf,1,8,8388608,2097152,float,none,771.28,10.88,10.88,0,773.11,10.85,10.85,0,RING,SIMPLE,2,RING,SIMPLE,2,0,RING,A_flag_ceiling
broadcast_perf,1,8,16777216,4194304,float,none,1439.83,11.65,11.65,0,1453.65,11.54,11.54,0,RING,SIMPLE,2,RING,SIMPLE,2,0,RING,A_flag_ceiling
broadcast_perf,1,8,33554432,8388608,float,none,2891.26,11.61,11.61,0,2915.73,11.51,11.51,0,RING,SIMPLE,2,RING,SIMPLE,2,0,RING,A_flag_ceiling
broadcast_perf,1,8,67108864,16777216,float,none,5855.59,11.46,11.46,0,5899.55,11.38,11.38,0,RING,SIMPLE,2,RING,SIMPLE,2,0,RING,A_flag_ceiling
broadcast_perf,1,8,134217728,33554432,float,none,11757.5,11.42,11.42,0,11859.7,11.32,11.32,0,RING,SIMPLE,2,RING,SIMPLE,2,0,RING,A_flag_ceiling
broadcast_perf,1,8,268435456,67108864,float,none,23607.9,11.37,11.37,0,23781.9,11.29,11.29,0,RING,SIMPLE,2,RING,SIMPLE,2,0,RING,A_flag_ceiling
broadcast_perf,1,8,536870912,134217728,float,none,47249.0,11.36,11.36,0,47634.1,11.27,11.27,0,RING,SIMPLE,2,RING,SIMPLE,2,0,RING,A_flag_ceiling
broadcast_perf,1,8,4096,1024,float,none,16.14,0.25,0.25,0,12.62,0.32,0.32,0,RING,LL,2,RING,LL,2,0,RING,A_flag_ceiling
broadcast_perf,1,8,8192,2048,float,none,14.92,0.55,0.55,0,12.0,0.68,0.68,0,RING,LL,2,RING,LL,2,0,RING,A_flag_ceiling
broadcast_perf,1,8,16384,4096,float,none,13.34,1.23,1.23,0,15.39,1.06,1.06,0,RING,LL,2,RING,LL,2,0,RING,A_flag_ceiling
broadcast_perf,1,8,32768,8192,float,none,14.15,2.32,2.32,0,13.38,2.45,2.45,0,RING,LL,2,RING,LL,2,0,RING,A_flag_ceiling
broadcast_perf,1,8,65536,16384,float,none,18.97,3.46,3.46,0,18.81,3.48,3.48,0,RING,LL,2,RING,LL,2,0,RING,A_flag_ceiling
broadcast_perf,1,8,131072,32768,float,none,31.35,4.18,4.18,0,31.11,4.21,4.21,0,RING,LL,2,RING,LL,2,0,RING,A_flag_ceiling
broadcast_perf,1,8,262144,65536,float,none,54.56,4.8,4.8,0,55.07,4.76,4.76,0,RING,LL,2,RING,LL,2,0,RING,A_flag_ceiling
broadcast_perf,1,8,524288,131072,float,none,103.99,5.04,5.04,0,104.9,5.0,5.0,0,RING,LL,2,RING,LL,2,0,RING,A_flag_ceiling
broadcast_perf,1,8,1048576,262144,float,none,204.78,5.12,5.12,0,207.3,5.06,5.06,0,RING,LL,2,RING,LL,2,0,RING,A_flag_ceiling
broadcast_perf,1,8,2097152,524288,float,none,407.06,5.15,5.15,0,410.78,5.11,5.11,0,RING,LL,2,RING,LL,2,0,RING,A_flag_ceiling
broadcast_perf,1,8,4194304,1048576,float,none,812.0,5.17,5.17,0,819.56,5.12,5.12,0,RING,LL,2,RING,LL,2,0,RING,A_flag_ceiling
