collective,num_nodes,num_gpus,size_bytes,count,data_type,redop,time_oop_us,algbw_oop,busbw_oop,errors_oop,time_ip_us,algbw_ip,busbw_ip,errors_ip,algo,proto,nchannels,requested_algo,requested_proto,requested_nchannels,substituted,measured_algo_raw,nchannels_source
broadcast_perf,3,24,4096,1024,float,none,32.47,0.13,0.13,0,33.72,0.12,0.12,0,RING,LL,1,,,,0,RING,A_flag_ceiling
broadcast_perf,3,24,8192,2048,float,none,29.11,0.28,0.28,0,29.67,0.28,0.28,0,RING,LL,1,,,,0,RING,A_flag_ceiling
broadcast_perf,3,24,16384,4096,float,none,39.57,0.41,0.41,0,34.45,0.48,0.48,0,RING,LL,1,,,,0,RING,A_flag_ceiling
broadcast_perf,3,24,32768,8192,float,none,39.22,0.84,0.84,0,37.01,0.89,0.89,0,RING,LL,1,,,,0,RING,A_flag_ceiling
broadcast_perf,3,24,65536,16384,float,none,100.32,0.65,0.65,0,93.02,0.7,0.7,0,RING,LL128,16,,,,0,RING,A_flag_ceiling
broadcast_perf,3,24,131072,32768,float,none,97.56,1.34,1.34,0,106.83,1.23,1.23,0,RING,LL128,32,,,,0,RING,A_flag_ceiling
broadcast_perf,3,24,262144,65536,float,none,103.73,2.53,2.53,0,123.39,2.12,2.12,0,RING,LL128,48,,,,0,RING,A_flag_ceiling
broadcast_perf,3,24,524288,131072,float,none,110.47,4.75,4.75,0,109.35,4.79,4.79,0,RING,LL128,48,,,,0,RING,A_flag_ceiling
broadcast_perf,3,24,1048576,262144,float,none,122.83,8.54,8.54,0,125.37,8.36,8.36,0,RING,LL128,48,,,,0,RING,A_flag_ceiling
broadcast_perf,3,24,2097152,524288,float,none,137.13,15.29,15.29,0,131.28,15.97,15.97,0,RING,LL128,48,,,,0,RING,A_flag_ceiling
broadcast_perf,3,24,4194304,1048576,float,none,157.26,26.67,26.67,0,163.77,25.61,25.61,0,RING,LL128,48,,,,0,RING,A_flag_ceiling
broadcast_perf,3,24,8388608,2097152,float,none,198.39,42.28,42.28,0,198.31,42.3,42.3,0,RING,LL128,48,,,,0,RING,A_flag_ceiling
broadcast_perf,3,24,16777216,4194304,float,none,220.1,76.23,76.23,0,225.77,74.31,74.31,0,RING,LL128,48,,,,0,RING,A_flag_ceiling
broadcast_perf,3,24,33554432,8388608,float,none,275.82,121.65,121.65,0,275.88,121.63,121.63,0,RING,LL128,48,,,,0,RING,A_flag_ceiling
broadcast_perf,3,24,67108864,16777216,float,none,401.94,166.96,166.96,0,398.67,168.33,168.33,0,RING,LL128,48,,,,0,RING,A_flag_ceiling
broadcast_perf,3,24,134217728,33554432,float,none,634.13,211.66,211.66,0,618.1,217.15,217.15,0,RING,LL128,48,,,,0,RING,A_flag_ceiling
broadcast_perf,3,24,268435456,67108864,float,none,1063.68,252.36,252.36,0,1064.41,252.19,252.19,0,RING,LL128,48,,,,0,RING,A_flag_ceiling
broadcast_perf,3,24,536870912,134217728,float,none,2087.02,257.24,257.24,0,2091.03,256.75,256.75,0,RING,SIMPLE,48,,,,0,RING,A_flag_ceiling
