timestamp,collective,num_nodes,num_gpus,num_channels,algo,proto,avg_busbw,max_busbw,status,duration_sec,rccl_version
2026-08-18T13:02:15.907516,broadcast_perf,1,8,1,RING,SIMPLE,4.45237,6.36,success,12.728633642196655,
2026-08-18T13:02:28.655515,broadcast_perf,1,8,1,RING,LL,2.29391,2.8,success,23.69270634651184,
2026-08-18T13:02:52.372569,broadcast_perf,1,8,2,RING,SIMPLE,7.67652,11.61,success,9.21817421913147,
2026-08-18T13:03:01.609620,broadcast_perf,1,8,2,RING,LL,4.092,5.25,success,14.267109155654907,
2026-08-18T13:03:15.894373,broadcast_perf,1,8,4,RING,SIMPLE,11.6143,21.44,success,6.912864446640015,
2026-08-18T13:03:22.824523,broadcast_perf,1,8,4,RING,LL,6.89868,9.67,success,10.005314350128174,
2026-08-18T13:03:32.847833,broadcast_perf,1,8,8,RING,SIMPLE,18.6623,40.99,success,6.185765504837036,
2026-08-18T13:03:39.052063,broadcast_perf,1,8,8,RING,LL,12.2863,19.02,success,7.775393486022949,
2026-08-18T13:03:46.845199,broadcast_perf,1,8,16,RING,SIMPLE,32.4529,82.9,success,6.556006193161011,
2026-08-18T13:03:53.419678,broadcast_perf,1,8,16,RING,LL,22.0482,37.34,success,7.4605467319488525,
2026-08-18T13:04:00.897334,broadcast_perf,1,8,24,RING,SIMPLE,44.0569,121.15,success,7.328471660614014,
2026-08-18T13:04:08.243516,broadcast_perf,1,8,24,RING,LL,30.3244,54.51,success,8.099957704544067,
2026-08-18T13:04:16.361397,broadcast_perf,1,8,32,RING,SIMPLE,54.021,156.7,success,8.273549795150757,
2026-08-18T13:04:24.651713,broadcast_perf,1,8,32,RING,LL,38.53,71.33,success,8.665058851242065,
2026-08-18T13:04:33.334901,broadcast_perf,1,8,40,RING,SIMPLE,64.026,192.76,success,9.261541366577148,
2026-08-18T13:04:42.616038,broadcast_perf,1,8,40,RING,LL,45.3611,87.26,success,9.355461597442627,
2026-08-18T13:04:51.988571,broadcast_perf,1,8,48,RING,SIMPLE,72.3304,224.64,success,10.385964393615723,
2026-08-18T13:05:02.393082,broadcast_perf,1,8,48,RING,LL,52.3907,102.85,success,10.43851351737976,
2026-08-18T13:05:12.849023,broadcast_perf,1,8,56,RING,SIMPLE,79.6989,255.43,success,11.062476396560669,
2026-08-18T13:05:23.929056,broadcast_perf,1,8,56,RING,LL,58.2049,118.47,success,11.42166018486023,
