timestamp,collective,num_nodes,num_gpus,num_channels,algo,proto,avg_busbw,max_busbw,status,duration_sec,rccl_version
2026-08-18T18:45:16.843803,broadcast_perf,3,24,1,RING,SIMPLE,7.46992,13.37,success,9.311953067779541,
2026-08-18T18:45:26.194343,broadcast_perf,3,24,1,RING,LL,1.68356,2.18,success,29.767261743545532,
2026-08-18T18:45:55.994570,broadcast_perf,3,24,1,RING,LL128,5.85395,9.01,success,11.183790445327759,
2026-08-18T18:46:07.189419,broadcast_perf,3,24,2,RING,SIMPLE,10.6886,26.39,success,7.696147680282593,
2026-08-18T18:46:14.905394,broadcast_perf,3,24,2,RING,LL,2.82335,4.38,success,17.85762596130371,
2026-08-18T18:46:32.781767,broadcast_perf,3,24,2,RING,LL128,9.05083,18.03,success,8.495790958404541,
2026-08-18T18:46:41.295718,broadcast_perf,3,24,4,RING,SIMPLE,15.9238,49.79,success,6.9550018310546875,
2026-08-18T18:46:48.266951,broadcast_perf,3,24,4,RING,LL,4.88854,8.6,success,11.80302381515503,
2026-08-18T18:47:00.090092,broadcast_perf,3,24,4,RING,LL128,15.0968,36.27,success,7.043217658996582,
2026-08-18T18:47:07.149713,broadcast_perf,3,24,8,RING,SIMPLE,25.9812,91.71,success,6.879064083099365,
2026-08-18T18:47:14.044596,broadcast_perf,3,24,8,RING,LL,8.4971,16.92,success,8.973825931549072,
2026-08-18T18:47:23.036087,broadcast_perf,3,24,8,RING,LL128,25.1244,67.44,success,6.818233013153076,
2026-08-18T18:47:29.871173,broadcast_perf,3,24,16,RING,SIMPLE,39.0185,154.12,success,7.519498586654663,
2026-08-18T18:47:37.412088,broadcast_perf,3,24,16,RING,LL,14.74,33.45,success,8.562387228012085,
2026-08-18T18:47:45.991350,broadcast_perf,3,24,16,RING,LL128,39.6178,126.5,success,7.459342002868652,
2026-08-18T18:47:53.467725,broadcast_perf,3,24,24,RING,SIMPLE,51.535,225.62,success,8.321712493896484,
2026-08-18T18:48:01.806361,broadcast_perf,3,24,24,RING,LL,16.5072,39.25,success,9.840864896774292,
2026-08-18T18:48:11.665230,broadcast_perf,3,24,24,RING,LL128,50.1372,181.18,success,8.413697242736816,
2026-08-18T18:48:20.096755,broadcast_perf,3,24,32,RING,SIMPLE,57.9189,263.73,success,9.217925548553467,
2026-08-18T18:48:29.330921,broadcast_perf,3,24,32,RING,LL,15.4195,34.25,success,10.56063175201416,
2026-08-18T18:48:39.909424,broadcast_perf,3,24,32,RING,LL128,60.6428,214.07,success,9.259061098098755,
2026-08-18T18:48:49.184965,broadcast_perf,3,24,40,RING,SIMPLE,62.4573,261.15,success,10.381103277206421,
2026-08-18T18:48:59.583984,broadcast_perf,3,24,40,RING,LL,16.2336,40.39,success,11.62299919128418,
2026-08-18T18:49:11.226302,broadcast_perf,3,24,40,RING,LL128,65.2265,249.78,success,10.52347445487976,
2026-08-18T18:49:21.767463,broadcast_perf,3,24,48,RING,SIMPLE,58.2448,258.76,success,11.26564645767212,
2026-08-18T18:49:33.049688,broadcast_perf,3,24,48,RING,LL,15.8886,39.23,success,12.335888862609863,
2026-08-18T18:49:45.403409,broadcast_perf,3,24,48,RING,LL128,67.7319,268.98,success,11.212583541870117,
