timestamp,collective,num_nodes,num_gpus,num_channels,algo,proto,avg_busbw,max_busbw,status,duration_sec,rccl_version
2026-08-18T13:12:49.539641,reduce_perf,1,8,1,RING,SIMPLE,5.10346,7.5,success,11.272072315216064,
2026-08-18T13:13:00.829650,reduce_perf,1,8,1,RING,LL,2.23936,2.73,success,24.166924476623535,
2026-08-18T13:13:25.014820,reduce_perf,1,8,2,RING,SIMPLE,8.42876,13.08,success,8.271963119506836,
2026-08-18T13:13:33.303049,reduce_perf,1,8,2,RING,LL,3.8541,4.91,success,15.241314888000488,
2026-08-18T13:13:48.562891,reduce_perf,1,8,4,RING,SIMPLE,12.779,24.41,success,6.789671897888184,
2026-08-18T13:13:55.369687,reduce_perf,1,8,4,RING,LL,6.69156,9.44,success,10.300860404968262,
2026-08-18T13:14:05.686908,reduce_perf,1,8,8,RING,SIMPLE,20.4984,47.35,success,6.1584532260894775,
2026-08-18T13:14:11.862738,reduce_perf,1,8,8,RING,LL,11.8759,18.73,success,7.700195550918579,
2026-08-18T13:14:19.578440,reduce_perf,1,8,16,RING,SIMPLE,35.4002,92.55,success,6.453947305679321,
2026-08-18T13:14:26.050763,reduce_perf,1,8,16,RING,LL,21.0274,36.1,success,7.440073728561401,
2026-08-18T13:14:33.506699,reduce_perf,1,8,24,RING,SIMPLE,48.4048,136.43,success,7.324604272842407,
2026-08-18T13:14:40.850145,reduce_perf,1,8,24,RING,LL,29.512,53.71,success,8.099009037017822,
2026-08-18T13:14:48.965356,reduce_perf,1,8,32,RING,SIMPLE,59.3258,176.81,success,8.353540658950806,
2026-08-18T13:14:57.334816,reduce_perf,1,8,32,RING,LL,37.2339,69.98,success,8.746289730072021,
2026-08-18T13:15:06.095918,reduce_perf,1,8,40,RING,SIMPLE,69.3303,213.96,success,9.3383047580719,
2026-08-18T13:15:15.452164,reduce_perf,1,8,40,RING,LL,43.9766,85.28,success,9.319707155227661,
2026-08-18T13:15:24.789269,reduce_perf,1,8,48,RING,SIMPLE,76.4365,234.28,success,10.408332109451294,
2026-08-18T13:15:35.216022,reduce_perf,1,8,48,RING,LL,50.7336,101.51,success,10.572425127029419,
2026-08-18T13:15:45.808274,reduce_perf,1,8,56,RING,SIMPLE,83.2699,260.15,success,11.069572687149048,
2026-08-18T13:15:56.894966,reduce_perf,1,8,56,RING,LL,55.5184,117.66,success,11.583064317703247,
