timestamp,collective,num_nodes,num_gpus,num_channels,algo,proto,avg_busbw,max_busbw,status,duration_sec,rccl_version
2026-08-18T17:28:00.251339,broadcast_perf,2,16,1,RING,SIMPLE,6.95838,15.87,success,14.999601364135742,
2026-08-18T17:28:15.269700,broadcast_perf,2,16,1,RING,LL,2.01427,2.59,success,28.71868872642517,
2026-08-18T17:28:44.006716,broadcast_perf,2,16,1,RING,LL128,6.73521,10.51,success,10.043439149856567,
2026-08-18T17:28:54.064856,broadcast_perf,2,16,2,RING,SIMPLE,13.0094,29.61,success,7.095539808273315,
2026-08-18T17:29:01.178537,broadcast_perf,2,16,2,RING,LL,3.24241,4.74,success,16.237608909606934,
2026-08-18T17:29:17.434256,broadcast_perf,2,16,2,RING,LL128,10.9722,19.99,success,7.731591463088989,
2026-08-18T17:29:25.182959,broadcast_perf,2,16,4,RING,SIMPLE,19.139,54.99,success,6.216075897216797,
2026-08-18T17:29:31.417010,broadcast_perf,2,16,4,RING,LL,5.28439,8.84,success,11.134989261627197,
2026-08-18T17:29:42.571944,broadcast_perf,2,16,4,RING,LL128,17.1768,37.08,success,6.714097738265991,
2026-08-18T17:29:49.302408,broadcast_perf,2,16,8,RING,SIMPLE,31.765,102.82,success,6.062556266784668,
2026-08-18T17:29:55.387165,broadcast_perf,2,16,8,RING,LL,9.93453,18.26,success,8.367835998535156,
2026-08-18T17:30:03.772616,broadcast_perf,2,16,8,RING,LL128,30.4754,74.31,success,6.096856594085693,
2026-08-18T17:30:09.888479,broadcast_perf,2,16,16,RING,SIMPLE,37.4499,165.29,success,7.308286190032959,
2026-08-18T17:30:17.213425,broadcast_perf,2,16,16,RING,LL,16.9041,35.05,success,7.800430059432983,
2026-08-18T17:30:25.032483,broadcast_perf,2,16,16,RING,LL128,42.8923,148.57,success,7.205500841140747,
2026-08-18T17:30:32.256433,broadcast_perf,2,16,24,RING,SIMPLE,52.2087,241.14,success,7.984582424163818,
2026-08-18T17:30:40.259754,broadcast_perf,2,16,24,RING,LL,11.3674,28.33,success,9.214812278747559,
2026-08-18T17:30:49.492366,broadcast_perf,2,16,24,RING,LL128,33.288,120.21,success,7.746844291687012,
2026-08-18T17:30:57.254597,broadcast_perf,2,16,32,RING,SIMPLE,42.3474,159.03,success,8.498597383499146,
2026-08-18T17:31:05.770838,broadcast_perf,2,16,32,RING,LL,12.5482,37.05,success,10.810139656066895,
2026-08-18T17:31:16.598912,broadcast_perf,2,16,32,RING,LL128,61.1652,187.51,success,9.496272087097168,
2026-08-18T17:31:26.113381,broadcast_perf,2,16,40,RING,SIMPLE,78.1396,301.37,success,10.927936792373657,
2026-08-18T17:31:37.060769,broadcast_perf,2,16,40,RING,LL,16.8903,37.5,success,21.193993091583252,
2026-08-18T17:31:58.272554,broadcast_perf,2,16,40,RING,LL128,73.959,296.92,success,9.90362811088562,
2026-08-18T17:32:08.193638,broadcast_perf,2,16,48,RING,SIMPLE,56.0311,208.49,success,12.051177740097046,
2026-08-18T17:32:20.259096,broadcast_perf,2,16,48,RING,LL,18.8431,41.45,success,11.396542310714722,
2026-08-18T17:32:31.673566,broadcast_perf,2,16,48,RING,LL128,72.9762,264.9,success,10.193744659423828,
