# Validated by validate_tuner_config.py: only rules that beat RCCL default
# with P(sup) >= 0.95 over 7 repeats, gain > 2.0%,
# and no size in range regressing more than 2.0%.
# dropped: allreduce,2097152,4194304,ring,simple,32,1,8,-1,-1   (contains a regression of -2.7% (landmine))
# dropped: allreduce,8388608,8388608,ring,simple,48,1,8,-1,-1   (best gain only -1.2%)
# dropped: allreduce,16777216,33554432,ring,simple,56,1,8,-1,-1   (best gain only -0.2%)
# dropped: allreduce,67108864,536870912,ring,simple,48,1,8,-1,-1   (contains a regression of -65.7% (landmine))
collective_type,min_bytes,max_bytes,algorithm,protocol,channels,nNodes,nRanks,numPipeOps,regBuff
allreduce,4096,4096,tree,ll,2,1,8,-1,-1
allreduce,8192,8192,tree,ll,4,1,8,-1,-1
allreduce,16384,16384,tree,ll,8,1,8,-1,-1
allreduce,32768,32768,tree,ll,16,1,8,-1,-1
allreduce,65536,65536,tree,ll,32,1,8,-1,-1
allreduce,131072,131072,ring,ll,8,1,8,-1,-1
allreduce,262144,262144,ring,ll,16,1,8,-1,-1
allreduce,524288,1048576,ring,ll,32,1,8,-1,-1
