collective,num_nodes,num_gpus,size_bytes,count,data_type,redop,time_oop_us,algbw_oop,busbw_oop,errors_oop,time_ip_us,algbw_ip,busbw_ip,errors_ip,algo,proto,nchannels,requested_algo,requested_proto,requested_nchannels,substituted,measured_algo_raw,nchannels_source
reduce_perf,1,8,4096,1024,float,sum,15.95,0.26,0.26,0,12.32,0.33,0.33,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
reduce_perf,1,8,8192,2048,float,sum,12.69,0.65,0.65,0,12.33,0.66,0.66,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
reduce_perf,1,8,16384,4096,float,sum,13.94,1.18,1.18,0,16.1,1.02,1.02,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
reduce_perf,1,8,32768,8192,float,sum,15.13,2.17,2.17,0,16.53,1.98,1.98,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
reduce_perf,1,8,65536,16384,float,sum,20.36,3.22,3.22,0,20.18,3.25,3.25,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
reduce_perf,1,8,131072,32768,float,sum,34.12,3.84,3.84,0,32.1,4.08,4.08,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
reduce_perf,1,8,262144,65536,float,sum,55.33,4.74,4.74,0,55.6,4.71,4.71,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
reduce_perf,1,8,524288,131072,float,sum,94.01,5.58,5.58,0,93.47,5.61,5.61,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
reduce_perf,1,8,1048576,262144,float,sum,179.37,5.85,5.85,0,178.44,5.88,5.88,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
reduce_perf,1,8,2097152,524288,float,sum,331.74,6.32,6.32,0,329.56,6.36,6.36,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
reduce_perf,1,8,4194304,1048576,float,sum,656.85,6.39,6.39,0,648.82,6.46,6.46,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
reduce_perf,1,8,8388608,2097152,float,sum,1221.21,6.87,6.87,0,1210.57,6.93,6.93,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
reduce_perf,1,8,16777216,4194304,float,sum,2367.56,7.09,7.09,0,2344.93,7.15,7.15,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
reduce_perf,1,8,33554432,8388608,float,sum,4494.71,7.47,7.47,0,4435.03,7.57,7.57,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
reduce_perf,1,8,67108864,16777216,float,sum,8981.32,7.47,7.47,0,8869.4,7.57,7.57,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
reduce_perf,1,8,134217728,33554432,float,sum,17915.3,7.49,7.49,0,17805.3,7.54,7.54,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
reduce_perf,1,8,268435456,67108864,float,sum,35898.5,7.48,7.48,0,35824.8,7.49,7.49,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
reduce_perf,1,8,536870912,134217728,float,sum,71808.0,7.48,7.48,0,72185.3,7.44,7.44,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
reduce_perf,1,8,4096,1024,float,sum,15.93,0.26,0.26,0,11.83,0.35,0.35,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
reduce_perf,1,8,8192,2048,float,sum,14.25,0.57,0.57,0,13.25,0.62,0.62,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
reduce_perf,1,8,16384,4096,float,sum,16.66,0.98,0.98,0,15.88,1.03,1.03,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
reduce_perf,1,8,32768,8192,float,sum,20.29,1.62,1.62,0,18.28,1.79,1.79,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
reduce_perf,1,8,65536,16384,float,sum,29.43,2.23,2.23,0,29.44,2.23,2.23,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
reduce_perf,1,8,131072,32768,float,sum,53.64,2.44,2.44,0,52.53,2.49,2.49,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
reduce_perf,1,8,262144,65536,float,sum,99.09,2.65,2.65,0,99.98,2.62,2.62,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
reduce_perf,1,8,524288,131072,float,sum,193.01,2.72,2.72,0,198.7,2.64,2.64,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
reduce_perf,1,8,1048576,262144,float,sum,385.64,2.72,2.72,0,396.92,2.64,2.64,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
reduce_perf,1,8,2097152,524288,float,sum,771.06,2.72,2.72,0,795.29,2.64,2.64,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
reduce_perf,1,8,4194304,1048576,float,sum,1560.93,2.69,2.69,0,1590.89,2.64,2.64,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
reduce_perf,1,8,8388608,2097152,float,sum,3163.97,2.65,2.65,0,3185.41,2.63,2.63,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
reduce_perf,1,8,16777216,4194304,float,sum,6378.78,2.63,2.63,0,6314.55,2.66,2.66,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
reduce_perf,1,8,33554432,8388608,float,sum,12809.2,2.62,2.62,0,12462.1,2.69,2.69,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
reduce_perf,1,8,67108864,16777216,float,sum,25651.8,2.62,2.62,0,24799.2,2.71,2.71,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
reduce_perf,1,8,134217728,33554432,float,sum,51356.9,2.61,2.61,0,49416.3,2.72,2.72,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
reduce_perf,1,8,268435456,67108864,float,sum,102657.0,2.61,2.61,0,98857.6,2.72,2.72,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
reduce_perf,1,8,536870912,134217728,float,sum,205256.0,2.62,2.62,0,197823.0,2.71,2.71,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
reduce_perf,1,8,4096,1024,float,sum,17.35,0.24,0.24,0,13.51,0.3,0.3,0,RING,SIMPLE,2,RING,SIMPLE,2,0,RING,A_flag_ceiling
reduce_perf,1,8,8192,2048,float,sum,14.92,0.55,0.55,0,14.35,0.57,0.57,0,RING,SIMPLE,2,RING,SIMPLE,2,0,RING,A_flag_ceiling
reduce_perf,1,8,16384,4096,float,sum,18.73,0.87,0.87,0,17.02,0.96,0.96,0,RING,SIMPLE,2,RING,SIMPLE,2,0,RING,A_flag_ceiling
reduce_perf,1,8,32768,8192,float,sum,16.47,1.99,1.99,0,15.74,2.08,2.08,0,RING,SIMPLE,2,RING,SIMPLE,2,0,RING,A_flag_ceiling
reduce_perf,1,8,65536,16384,float,sum,18.07,3.63,3.63,0,17.8,3.68,3.68,0,RING,SIMPLE,2,RING,SIMPLE,2,0,RING,A_flag_ceiling
reduce_perf,1,8,131072,32768,float,sum,26.11,5.02,5.02,0,24.65,5.32,5.32,0,RING,SIMPLE,2,RING,SIMPLE,2,0,RING,A_flag_ceiling
reduce_perf,1,8,262144,65536,float,sum,35.97,7.29,7.29,0,35.68,7.35,7.35,0,RING,SIMPLE,2,RING,SIMPLE,2,0,RING,A_flag_ceiling
reduce_perf,1,8,524288,131072,float,sum,61.35,8.55,8.55,0,60.21,8.71,8.71,0,RING,SIMPLE,2,RING,SIMPLE,2,0,RING,A_flag_ceiling
