collective,num_nodes,num_gpus,size_bytes,algo,proto,nchannels,requested_algo,requested_proto,substituted,time_ip_us,busbw_ip,time_oop_us,busbw_oop,n_repeats,spread_pct,count,data_type,redop,algbw_ip,algbw_oop,errors_ip,errors_oop
all_reduce_perf,1,8,131072,RING,LL,32,RING,LL,0,16.75,5.81,6.75,7.98,3,12.179104477611935,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,131072,RING,LL,40,RING,LL,0,19.12,5.7,6.24,8.02,3,25.2092050209205,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,131072,RING,LL,48,RING,LL,0,16.54,5.96,6.25,8.01,3,13.966142684401445,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,131072,RING,LL,56,RING,LL,0,16.84,6.12,6.57,8.02,3,48.51543942992873,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,131072,RING,SIMPLE,1,RING,SIMPLE,0,19.31,3.37,6.14,4.06,3,49.19730709476956,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,131072,RING,SIMPLE,2,RING,SIMPLE,0,18.55,3.88,5.68,4.82,3,22.533692722371963,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,131072,RING,SIMPLE,4,RING,SIMPLE,0,19.19,3.89,5.99,4.87,3,26.628452318916107,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,131072,RING,SIMPLE,8,RING,SIMPLE,0,18.06,3.83,5.92,4.88,3,51.88261351052049,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,131072,RING,SIMPLE,16,RING,SIMPLE,0,14.48,4.0,6.02,4.69,3,59.323204419889485,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,131072,RING,SIMPLE,24,RING,SIMPLE,0,21.34,3.7,6.21,4.81,3,50.37488284910966,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,131072,RING,SIMPLE,32,RING,SIMPLE,0,18.42,3.77,6.09,4.77,3,26.547231270358306,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,131072,RING,SIMPLE,40,RING,SIMPLE,0,16.59,3.96,5.92,4.77,3,51.17540687160941,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,131072,RING,SIMPLE,48,RING,SIMPLE,0,15.33,3.97,6.02,4.76,3,63.14416177429876,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,131072,RING,SIMPLE,56,RING,SIMPLE,0,19.89,3.73,6.09,4.82,3,9.602815485168408,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,131072,TREE,LL,1,TREE,LL,0,16.2,1.72,5.64,1.89,3,10.925925925925924,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,131072,TREE,LL,2,TREE,LL,0,14.02,2.72,5.7,3.1,3,67.11840228245364,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,131072,TREE,LL,4,TREE,LL,0,13.05,3.64,5.74,4.51,3,55.78544061302683,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,131072,TREE,LL,8,TREE,LL,0,18.68,4.48,5.91,6.03,3,13.918629550321207,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,131072,TREE,LL,8,,,0,19.29,4.31,5.93,5.97,3,9.331259720062214,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,131072,TREE,LL,16,TREE,LL,0,18.84,5.26,6.19,7.31,3,9.50106157112526,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,131072,TREE,LL,24,TREE,LL,0,19.85,5.25,6.37,7.72,3,11.234256926952142,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,131072,TREE,LL,32,TREE,LL,0,17.65,5.92,6.63,8.2,3,44.022662889518415,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,131072,TREE,LL,40,TREE,LL,0,17.36,6.06,6.75,8.27,3,48.61751152073733,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,131072,TREE,LL,48,TREE,LL,0,21.13,5.49,6.45,8.25,3,57.07524846190252,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,131072,TREE,LL,56,TREE,LL,0,18.75,5.8,6.7,8.3,3,20.0,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,262144,RING,LL,1,RING,LL,0,5.73,2.68,5.9,2.65,3,23.560209424083776,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,262144,RING,LL,2,RING,LL,0,5.79,4.62,5.77,4.58,3,2.2452504317789272,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,262144,RING,LL,4,RING,LL,0,5.93,7.51,5.92,7.38,3,2.023608768971334,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,262144,RING,LL,8,RING,LL,0,5.88,11.64,5.88,11.26,3,1.8707482993197182,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,262144,RING,LL,16,RING,LL,0,6.0,15.89,6.8,15.51,3,14.666666666666664,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,262144,RING,LL,24,RING,LL,0,6.26,15.99,6.18,15.53,3,19.329073482428115,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,262144,RING,LL,32,RING,LL,0,6.58,16.2,6.42,15.71,3,6.079027355623092,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,262144,RING,LL,40,RING,LL,0,6.46,16.16,6.35,15.68,3,0.3095975232198076,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,262144,RING,LL,48,RING,LL,0,6.53,16.09,6.53,15.84,3,1.225114854517612,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,262144,RING,LL,56,RING,LL,0,6.83,16.12,6.73,15.88,3,8.345534407027824,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,262144,RING,SIMPLE,1,RING,SIMPLE,0,6.25,6.09,6.22,5.98,3,9.760000000000005,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,262144,RING,SIMPLE,2,RING,SIMPLE,0,5.79,8.24,5.73,7.96,3,12.435233160621758,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,262144,RING,SIMPLE,4,RING,SIMPLE,0,6.02,9.74,5.84,9.43,3,26.24584717607974,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,262144,RING,SIMPLE,8,RING,SIMPLE,0,5.97,9.95,5.9,9.74,3,6.03015075376885,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,262144,RING,SIMPLE,16,RING,SIMPLE,0,6.06,9.96,6.05,9.66,3,26.897689768976914,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,262144,RING,SIMPLE,24,RING,SIMPLE,0,6.15,9.98,6.12,9.65,3,4.552845528455274,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,262144,RING,SIMPLE,32,RING,SIMPLE,0,6.34,9.62,6.41,9.43,3,2.365930599369091,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,262144,RING,SIMPLE,40,RING,SIMPLE,0,6.38,9.62,6.3,9.52,3,9.561128526645774,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,262144,RING,SIMPLE,48,RING,SIMPLE,0,6.41,9.65,6.5,9.32,3,10.920436817472702,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,262144,RING,SIMPLE,56,RING,SIMPLE,0,6.4,9.61,6.4,9.51,3,11.249999999999996,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,262144,TREE,LL,1,TREE,LL,0,5.84,2.06,5.79,2.06,3,14.897260273972604,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,262144,TREE,LL,2,TREE,LL,0,5.81,3.69,5.79,3.68,3,0.5163511187607616,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,262144,TREE,LL,4,TREE,LL,0,5.82,5.89,5.82,5.88,3,1.0309278350515396,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,262144,TREE,LL,8,TREE,LL,0,5.89,8.88,5.92,8.8,3,19.01528013582343,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,262144,TREE,LL,16,TREE,LL,0,6.2,11.85,6.15,11.81,3,2.2580645161290414,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,262144,TREE,LL,16,,,0,6.29,11.75,6.3,11.7,3,12.400635930047684,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,262144,TREE,LL,24,TREE,LL,0,6.28,12.93,6.26,12.93,3,10.50955414012739,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,262144,TREE,LL,32,TREE,LL,0,6.6,14.35,6.65,14.31,3,2.2727272727272783,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,262144,TREE,LL,40,TREE,LL,0,6.74,14.27,6.72,14.22,3,8.753709198813054,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,262144,TREE,LL,48,TREE,LL,0,6.91,15.35,7.0,14.84,3,2.3154848046309717,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,262144,TREE,LL,56,TREE,LL,0,6.99,15.39,7.02,15.07,3,10.87267525035765,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,524288,RING,LL,1,RING,LL,0,5.68,2.74,9.17,2.71,3,4.049295774647895,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,524288,RING,LL,2,RING,LL,0,5.7,4.8,18.69,4.73,3,1.5789473684210655,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,524288,RING,LL,4,RING,LL,0,5.88,8.7,11.43,8.55,3,2.721088435374152,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,524288,RING,LL,8,RING,LL,0,5.72,14.92,15.95,14.38,3,4.370629370629371,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,524288,RING,LL,16,RING,LL,0,6.04,23.2,17.32,22.06,3,15.894039735099339,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,524288,RING,LL,24,RING,LL,0,6.14,23.34,16.15,22.18,3,2.4429967426710157,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,524288,RING,LL,32,RING,LL,0,6.39,31.41,16.43,29.38,3,8.76369327073552,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,524288,RING,LL,40,RING,LL,0,6.43,31.26,12.9,29.15,3,1.0886469673405816,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,524288,RING,LL,48,RING,LL,0,6.39,31.47,10.74,29.92,3,4.381846635367767,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,524288,RING,LL,56,RING,LL,0,7.41,31.63,17.23,29.77,3,10.6612685560054,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,524288,RING,SIMPLE,1,RING,SIMPLE,0,6.11,7.93,17.63,7.74,3,9.492635024549918,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,524288,RING,SIMPLE,2,RING,SIMPLE,0,5.62,12.03,7.62,11.54,3,14.05693950177936,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,524288,RING,SIMPLE,4,RING,SIMPLE,0,5.76,15.9,10.51,15.13,3,14.409722222222223,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,524288,RING,SIMPLE,8,RING,SIMPLE,0,5.8,19.09,12.44,18.14,3,1.2068965517241275,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,524288,RING,SIMPLE,16,RING,SIMPLE,0,5.95,19.92,16.95,18.89,3,2.5210084033613356,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,524288,RING,SIMPLE,16,,,0,5.9,19.95,8.76,18.67,3,0.8474576271186409,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,524288,RING,SIMPLE,24,RING,SIMPLE,0,6.06,19.52,17.26,18.66,3,5.280528052805286,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,524288,RING,SIMPLE,32,RING,SIMPLE,0,6.3,19.53,16.76,18.8,3,3.1746031746031633,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,524288,RING,SIMPLE,40,RING,SIMPLE,0,6.2,19.66,15.05,18.64,3,25.806451612903235,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,524288,RING,SIMPLE,48,RING,SIMPLE,0,6.28,19.55,15.67,18.76,3,11.624203821656057,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,524288,RING,SIMPLE,56,RING,SIMPLE,0,6.24,19.79,19.36,18.91,3,13.461538461538472,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,524288,TREE,LL,1,TREE,LL,0,5.66,2.18,17.01,2.17,3,14.8409893992933,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,524288,TREE,LL,2,TREE,LL,0,5.66,4.06,18.62,4.05,3,2.826855123674914,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,524288,TREE,LL,4,TREE,LL,0,5.68,6.98,13.64,6.88,3,5.457746478873248,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,524288,TREE,LL,8,TREE,LL,0,5.78,11.65,18.37,11.45,3,4.671280276816617,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,524288,TREE,LL,16,TREE,LL,0,6.2,17.59,18.74,17.06,3,4.5161290322580685,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,524288,TREE,LL,24,TREE,LL,0,6.29,20.65,7.58,20.14,3,16.057233704292525,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,524288,TREE,LL,32,TREE,LL,0,6.45,23.3,19.1,22.55,3,19.22480620155039,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,524288,TREE,LL,40,TREE,LL,0,6.73,24.02,17.79,23.42,3,6.389301634472506,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,524288,TREE,LL,48,TREE,LL,0,6.87,24.59,11.84,24.44,3,3.3478893740902538,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,524288,TREE,LL,56,TREE,LL,0,7.12,26.64,13.26,25.88,3,11.938202247191006,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,1048576,RING,LL,1,RING,LL,0,5.76,2.77,18.18,2.76,3,1.9097222222222279,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,1048576,RING,LL,2,RING,LL,0,5.78,4.9,20.33,4.83,3,1.903114186851201,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,1048576,RING,LL,4,RING,LL,0,5.89,9.08,15.78,8.99,3,2.207130730050932,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,1048576,RING,LL,8,RING,LL,0,5.87,17.32,19.68,17.12,3,1.8739352640545197,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,1048576,RING,LL,16,RING,LL,0,5.96,29.53,18.87,28.2,3,23.322147651006706,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,1048576,RING,LL,24,RING,LL,0,6.17,35.92,18.15,32.34,3,4.051863857374392,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,1048576,RING,LL,32,RING,LL,0,6.39,44.99,12.83,39.63,3,10.798122065727705,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,1048576,RING,LL,40,RING,LL,0,6.47,45.82,17.4,38.07,3,0.6182380216383313,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,1048576,RING,LL,48,RING,LL,0,6.53,46.11,16.62,39.95,3,13.782542113323116,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,1048576,RING,LL,56,RING,LL,0,6.72,46.09,16.39,39.74,3,9.67261904761904,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,1048576,RING,SIMPLE,1,RING,SIMPLE,0,6.18,9.39,17.14,9.27,3,8.57605177993528,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,1048576,RING,SIMPLE,2,RING,SIMPLE,0,5.73,15.68,18.13,15.37,3,13.089005235602095,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,1048576,RING,SIMPLE,4,RING,SIMPLE,0,5.75,23.27,16.17,22.83,3,11.652173913043477,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,1048576,RING,SIMPLE,8,RING,SIMPLE,0,5.86,31.55,14.95,30.14,3,3.4129692832764382,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,1048576,RING,SIMPLE,16,RING,SIMPLE,0,6.15,37.93,16.55,34.79,3,15.447154471544703,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,1048576,RING,SIMPLE,24,RING,SIMPLE,0,6.19,38.47,9.0,37.5,3,3.231017770597741,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,1048576,RING,SIMPLE,32,RING,SIMPLE,0,6.31,38.51,11.7,35.26,3,2.8526148969889165,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,1048576,RING,SIMPLE,32,,,0,6.28,39.12,19.59,33.91,3,0.6369426751592362,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,1048576,RING,SIMPLE,40,RING,SIMPLE,0,6.26,38.84,14.53,35.27,3,14.696485623003209,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,1048576,RING,SIMPLE,48,RING,SIMPLE,0,6.46,38.19,14.01,34.61,3,12.383900928792567,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,1048576,RING,SIMPLE,56,RING,SIMPLE,0,6.44,38.36,18.2,33.46,3,14.130434782608697,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,1048576,TREE,LL,1,TREE,LL,0,5.68,2.28,15.58,2.24,3,13.732394366197173,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,1048576,TREE,LL,2,TREE,LL,0,5.74,4.24,18.98,4.26,3,1.9163763066202144,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,1048576,TREE,LL,4,TREE,LL,0,5.72,7.63,15.44,7.64,3,2.7972027972028,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,1048576,TREE,LL,8,TREE,LL,0,5.95,13.8,17.28,13.81,3,7.731092436974789,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,1048576,TREE,LL,16,TREE,LL,0,6.03,23.01,17.53,22.89,3,3.316749585406305,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,1048576,TREE,LL,24,TREE,LL,0,6.23,28.94,22.34,26.73,3,20.06420545746388,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,1048576,TREE,LL,32,TREE,LL,0,6.57,34.44,19.49,31.65,3,3.1963470319634832,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,1048576,TREE,LL,40,TREE,LL,0,6.95,37.57,18.52,34.25,3,9.208633093525174,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,1048576,TREE,LL,48,TREE,LL,0,7.04,39.86,18.04,35.7,3,0.42613636363636714,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,1048576,TREE,LL,56,TREE,LL,0,7.07,41.22,19.63,36.18,3,11.598302687411602,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,2097152,RING,LL,1,RING,LL,0,6.78,2.8,5.82,2.77,3,131.12094395280235,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,2097152,RING,LL,2,RING,LL,0,10.51,4.91,5.88,4.86,3,23.78686964795433,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,2097152,RING,LL,4,RING,LL,0,18.74,9.24,5.96,9.23,3,27.107790821771605,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,2097152,RING,LL,8,RING,LL,0,10.57,18.07,5.85,17.9,3,81.36234626300852,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,2097152,RING,LL,16,RING,LL,0,12.4,34.35,6.03,33.92,3,78.62903225806451,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,2097152,RING,LL,24,RING,LL,0,16.03,43.3,6.19,42.72,3,79.03930131004367,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,2097152,RING,LL,32,RING,LL,0,10.78,57.82,6.4,57.04,3,60.66790352504638,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,2097152,RING,LL,40,RING,LL,0,14.89,58.28,6.41,57.43,3,39.556749496306246,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,2097152,RING,LL,48,RING,LL,0,16.31,69.8,6.59,68.81,3,38.93316983445739,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,2097152,RING,LL,56,RING,LL,0,16.38,70.17,6.89,68.4,3,60.8058608058608,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,2097152,RING,SIMPLE,1,RING,SIMPLE,0,18.31,10.99,6.19,10.67,3,52.53959584926271,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,2097152,RING,SIMPLE,2,RING,SIMPLE,0,11.96,18.56,5.7,18.27,3,70.73578595317724,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,2097152,RING,SIMPLE,4,RING,SIMPLE,0,13.41,30.09,5.8,29.75,3,42.80387770320658,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,2097152,RING,SIMPLE,8,RING,SIMPLE,0,13.65,45.88,5.92,44.94,3,66.007326007326,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,2097152,RING,SIMPLE,16,RING,SIMPLE,0,8.63,62.53,6.05,60.07,3,96.52375434530705,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,2097152,RING,SIMPLE,24,RING,SIMPLE,0,10.8,62.07,6.37,60.75,3,82.68518518518518,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,2097152,RING,SIMPLE,32,RING,SIMPLE,0,10.6,74.55,6.5,71.77,3,99.71698113207547,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,2097152,RING,SIMPLE,40,RING,SIMPLE,0,12.23,74.27,6.35,72.15,3,26.98282910874897,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,2097152,RING,SIMPLE,48,RING,SIMPLE,0,7.24,74.75,6.43,72.15,3,120.30386740331494,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,2097152,RING,SIMPLE,56,RING,SIMPLE,0,14.28,75.05,6.67,73.24,3,19.747899159663866,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,2097152,RING,SIMPLE,56,,,0,12.49,74.97,6.69,72.59,3,62.770216172938355,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,2097152,TREE,LL,1,TREE,LL,0,11.77,2.29,5.64,2.28,3,87.51062022090059,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,2097152,TREE,LL,2,TREE,LL,0,10.42,4.37,5.74,4.38,3,119.0978886756238,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,2097152,TREE,LL,4,TREE,LL,0,12.4,8.05,5.73,8.04,3,104.35483870967744,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,2097152,TREE,LL,8,TREE,LL,0,12.66,15.19,5.85,15.21,3,102.29067930489731,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,2097152,TREE,LL,16,TREE,LL,0,13.94,27.42,6.13,27.36,3,51.07604017216644,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,2097152,TREE,LL,24,TREE,LL,0,16.29,36.95,6.27,36.82,3,90.23941068139966,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,2097152,TREE,LL,32,TREE,LL,0,15.85,45.05,6.66,44.89,3,25.804416403785503,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,2097152,TREE,LL,40,TREE,LL,0,17.97,50.81,6.93,50.77,3,52.643294379521436,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,2097152,TREE,LL,48,TREE,LL,0,12.66,55.73,6.94,55.96,3,31.04265402843602,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,2097152,TREE,LL,56,TREE,LL,0,11.14,60.24,7.15,60.19,3,116.42728904847395,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,4194304,RING,LL,1,RING,LL,0,17.04,2.82,5.92,2.79,3,76.46713615023474,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,4194304,RING,LL,2,RING,LL,0,18.82,4.97,5.83,4.84,3,31.934112646121154,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,4194304,RING,LL,4,RING,LL,0,17.84,9.35,6.02,9.28,3,41.928251121076244,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,4194304,RING,LL,8,RING,LL,0,20.21,18.35,5.92,18.35,3,20.58386937159822,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,4194304,RING,LL,16,RING,LL,0,15.54,35.64,6.14,35.55,3,89.8970398970399,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,4194304,RING,LL,24,RING,LL,0,17.84,48.53,6.2,48.33,3,10.594170403587446,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,4194304,RING,LL,32,RING,LL,0,16.41,66.21,6.38,66.37,3,37.35527117611214,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,4194304,RING,LL,40,RING,LL,0,10.33,73.61,6.66,73.56,3,32.33301064859632,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,4194304,RING,LL,48,RING,LL,0,12.54,82.58,6.59,82.34,3,66.90590111642744,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,4194304,RING,LL,56,RING,LL,0,9.21,93.4,7.34,94.42,3,117.15526601520088,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,4194304,RING,SIMPLE,1,RING,SIMPLE,0,18.78,12.49,6.21,11.96,3,69.27582534611288,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,4194304,RING,SIMPLE,2,RING,SIMPLE,0,13.61,20.93,5.73,20.68,3,36.517266715650265,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,4194304,RING,SIMPLE,4,RING,SIMPLE,0,15.87,35.37,5.86,35.02,3,35.34971644612476,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,4194304,RING,SIMPLE,8,RING,SIMPLE,0,17.14,59.04,5.99,58.7,3,66.1610268378063,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,4194304,RING,SIMPLE,16,RING,SIMPLE,0,12.33,90.19,6.12,88.86,3,41.44363341443634,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,4194304,RING,SIMPLE,24,RING,SIMPLE,0,11.57,101.77,6.29,100.58,3,50.043215211754536,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,4194304,RING,SIMPLE,32,RING,SIMPLE,0,15.96,117.19,6.3,116.38,3,31.704260651629074,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,4194304,RING,SIMPLE,40,RING,SIMPLE,0,17.73,118.61,6.46,117.37,3,40.66553863508179,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,4194304,RING,SIMPLE,48,RING,SIMPLE,0,19.79,117.16,6.58,116.35,3,66.85194542698333,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,4194304,RING,SIMPLE,56,RING,SIMPLE,0,19.56,120.34,6.86,119.1,3,58.07770961145196,1024,float,sum,0.09,0.08,0,0
