timestamp,collective,num_nodes,num_gpus,num_channels,algo,proto,avg_busbw,max_busbw,status,duration_sec,rccl_version
2026-08-18T13:16:20.245057,broadcast_perf,1,8,1,RING,SIMPLE,4.46648,6.37,success,12.707825660705566,
2026-08-18T13:16:32.969181,broadcast_perf,1,8,1,RING,LL,2.28592,2.81,success,24.20902180671692,
2026-08-18T13:16:57.198058,broadcast_perf,1,8,2,RING,SIMPLE,7.66656,11.64,success,9.19434142112732,
2026-08-18T13:17:06.409515,broadcast_perf,1,8,2,RING,LL,3.97775,5.17,success,14.701872825622559,
2026-08-18T13:17:21.128772,broadcast_perf,1,8,4,RING,SIMPLE,11.6338,21.39,success,6.958572864532471,
2026-08-18T13:17:28.103367,broadcast_perf,1,8,4,RING,LL,6.86439,9.61,success,10.356427192687988,
2026-08-18T13:17:38.476731,broadcast_perf,1,8,8,RING,SIMPLE,18.6443,40.96,success,6.230606555938721,
2026-08-18T13:17:44.725691,broadcast_perf,1,8,8,RING,LL,12.2215,19.0,success,7.687132835388184,
2026-08-18T13:17:52.431037,broadcast_perf,1,8,16,RING,SIMPLE,32.1689,82.9,success,6.5262627601623535,
2026-08-18T13:17:58.982080,broadcast_perf,1,8,16,RING,LL,21.9923,37.35,success,7.314972639083862,
2026-08-18T13:18:06.314506,broadcast_perf,1,8,24,RING,SIMPLE,44.1661,121.31,success,7.442854404449463,
2026-08-18T13:18:13.775425,broadcast_perf,1,8,24,RING,LL,30.3235,54.76,success,7.926661014556885,
2026-08-18T13:18:21.719890,broadcast_perf,1,8,32,RING,SIMPLE,54.0592,157.54,success,8.301320791244507,
2026-08-18T13:18:30.037862,broadcast_perf,1,8,32,RING,LL,38.2028,71.09,success,8.831767797470093,
2026-08-18T13:18:38.885241,broadcast_perf,1,8,40,RING,SIMPLE,63.654,190.47,success,9.360686779022217,
2026-08-18T13:18:48.265715,broadcast_perf,1,8,40,RING,LL,45.2805,86.78,success,9.706371784210205,
2026-08-18T13:18:57.989245,broadcast_perf,1,8,48,RING,SIMPLE,72.4079,223.73,success,10.204686641693115,
2026-08-18T13:19:08.213071,broadcast_perf,1,8,48,RING,LL,52.373,103.29,success,10.519603729248047,
2026-08-18T13:19:18.748334,broadcast_perf,1,8,56,RING,SIMPLE,79.2974,254.0,success,11.217052936553955,
2026-08-18T13:19:29.985062,broadcast_perf,1,8,56,RING,LL,58.2374,117.61,success,11.476407051086426,
