timestamp,collective,num_nodes,num_gpus,num_channels,algo,proto,avg_busbw,max_busbw,status,duration_sec,rccl_version
2026-08-18T13:05:47.100959,reduce_perf,1,8,1,RING,SIMPLE,5.09867,7.49,success,11.146435260772705,
2026-08-18T13:05:58.262371,reduce_perf,1,8,1,RING,LL,2.23529,2.72,success,24.17896866798401,
2026-08-18T13:06:22.460133,reduce_perf,1,8,2,RING,SIMPLE,8.46442,13.07,success,8.246943235397339,
2026-08-18T13:06:30.723795,reduce_perf,1,8,2,RING,LL,3.82583,4.9,success,15.263047456741333,
2026-08-18T13:06:46.004897,reduce_perf,1,8,4,RING,SIMPLE,12.762,24.36,success,6.842192888259888,
2026-08-18T13:06:52.865643,reduce_perf,1,8,4,RING,LL,6.67852,9.44,success,10.320403814315796,
2026-08-18T13:07:03.203406,reduce_perf,1,8,8,RING,SIMPLE,20.5297,47.53,success,6.0565760135650635,
2026-08-18T13:07:09.276824,reduce_perf,1,8,8,RING,LL,11.9695,18.62,success,7.8065080642700195,
2026-08-18T13:07:17.101134,reduce_perf,1,8,16,RING,SIMPLE,35.5693,92.56,success,6.534627437591553,
2026-08-18T13:07:23.652617,reduce_perf,1,8,16,RING,LL,21.1381,36.22,success,7.4837048053741455,
2026-08-18T13:07:31.153427,reduce_perf,1,8,24,RING,SIMPLE,48.4507,136.66,success,7.471337556838989,
2026-08-18T13:07:38.641684,reduce_perf,1,8,24,RING,LL,29.4321,53.77,success,7.943935871124268,
2026-08-18T13:07:46.604092,reduce_perf,1,8,32,RING,SIMPLE,59.2355,177.57,success,8.181861639022827,
2026-08-18T13:07:54.802988,reduce_perf,1,8,32,RING,LL,37.2802,70.04,success,8.730728149414062,
2026-08-18T13:08:03.551263,reduce_perf,1,8,40,RING,SIMPLE,69.4259,213.95,success,9.343708276748657,
2026-08-18T13:08:12.911253,reduce_perf,1,8,40,RING,LL,43.9505,85.25,success,9.53297472000122,
2026-08-18T13:08:22.462309,reduce_perf,1,8,48,RING,SIMPLE,76.1984,233.67,success,10.265659809112549,
2026-08-18T13:08:32.745831,reduce_perf,1,8,48,RING,LL,50.4845,100.94,success,10.402958393096924,
2026-08-18T13:08:43.168028,reduce_perf,1,8,56,RING,SIMPLE,83.221,260.57,success,11.042398691177368,
2026-08-18T13:08:54.230094,reduce_perf,1,8,56,RING,LL,56.8634,117.26,success,11.493573188781738,
