collective,num_nodes,num_gpus,size_bytes,count,data_type,redop,time_oop_us,algbw_oop,busbw_oop,errors_oop,time_ip_us,algbw_ip,busbw_ip,errors_ip,algo,proto,nchannels,requested_algo,requested_proto,requested_nchannels,substituted,measured_algo_raw,nchannels_source
reduce_perf,1,8,4096,1024,float,sum,15.18,0.27,0.27,0,14.12,0.29,0.29,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
reduce_perf,1,8,8192,2048,float,sum,12.55,0.65,0.65,0,14.13,0.58,0.58,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
reduce_perf,1,8,16384,4096,float,sum,17.1,0.96,0.96,0,15.67,1.05,1.05,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
reduce_perf,1,8,32768,8192,float,sum,15.33,2.14,2.14,0,14.75,2.22,2.22,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
reduce_perf,1,8,65536,16384,float,sum,20.22,3.24,3.24,0,19.97,3.28,3.28,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
reduce_perf,1,8,131072,32768,float,sum,34.63,3.78,3.78,0,31.73,4.13,4.13,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
reduce_perf,1,8,262144,65536,float,sum,54.94,4.77,4.77,0,55.29,4.74,4.74,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
reduce_perf,1,8,524288,131072,float,sum,93.61,5.6,5.6,0,93.28,5.62,5.62,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
reduce_perf,1,8,1048576,262144,float,sum,178.69,5.87,5.87,0,178.2,5.88,5.88,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
reduce_perf,1,8,2097152,524288,float,sum,333.19,6.29,6.29,0,329.44,6.37,6.37,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
reduce_perf,1,8,4194304,1048576,float,sum,654.65,6.41,6.41,0,647.65,6.48,6.48,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
reduce_perf,1,8,8388608,2097152,float,sum,1239.01,6.77,6.77,0,1211.73,6.92,6.92,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
reduce_perf,1,8,16777216,4194304,float,sum,2371.21,7.08,7.08,0,2355.51,7.12,7.12,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
reduce_perf,1,8,33554432,8388608,float,sum,4495.32,7.46,7.46,0,4456.33,7.53,7.53,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
reduce_perf,1,8,67108864,16777216,float,sum,8954.92,7.49,7.49,0,8905.37,7.54,7.54,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
reduce_perf,1,8,134217728,33554432,float,sum,17862.3,7.51,7.51,0,17755.8,7.56,7.56,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
reduce_perf,1,8,268435456,67108864,float,sum,35756.1,7.51,7.51,0,35838.1,7.49,7.49,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
reduce_perf,1,8,536870912,134217728,float,sum,71659.8,7.49,7.49,0,72012.8,7.46,7.46,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
reduce_perf,1,8,4096,1024,float,sum,15.48,0.26,0.26,0,13.82,0.3,0.3,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
reduce_perf,1,8,8192,2048,float,sum,12.22,0.67,0.67,0,14.05,0.58,0.58,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
