collective,num_nodes,num_gpus,size_bytes,count,data_type,redop,time_oop_us,algbw_oop,busbw_oop,errors_oop,time_ip_us,algbw_ip,busbw_ip,errors_ip,algo,proto,nchannels,requested_algo,requested_proto,requested_nchannels,substituted,measured_algo_raw,nchannels_source
reduce_perf,1,8,4096,1024,float,sum,17.03,0.24,0.24,0,11.68,0.35,0.35,0,RING,LL,1,,,,0,RING,A_flag_ceiling
reduce_perf,1,8,8192,2048,float,sum,15.1,0.54,0.54,0,13.91,0.59,0.59,0,RING,LL,1,,,,0,RING,A_flag_ceiling
reduce_perf,1,8,16384,4096,float,sum,17.66,0.93,0.93,0,17.1,0.96,0.96,0,RING,LL,1,,,,0,RING,A_flag_ceiling
reduce_perf,1,8,32768,8192,float,sum,16.66,1.97,1.97,0,15.75,2.08,2.08,0,RING,LL,2,,,,0,RING,A_flag_ceiling
reduce_perf,1,8,65536,16384,float,sum,18.0,3.64,3.64,0,17.84,3.67,3.67,0,RING,LL,4,,,,0,RING,A_flag_ceiling
reduce_perf,1,8,131072,32768,float,sum,24.17,5.42,5.42,0,22.55,5.81,5.81,0,RING,LL,8,,,,0,RING,A_flag_ceiling
reduce_perf,1,8,262144,65536,float,sum,21.72,12.07,12.07,0,21.45,12.22,12.22,0,RING,LL,16,,,,0,RING,A_flag_ceiling
reduce_perf,1,8,524288,131072,float,sum,52.89,9.91,9.91,0,53.76,9.75,9.75,0,RING,SIMPLE,16,,,,0,RING,A_flag_ceiling
reduce_perf,1,8,1048576,262144,float,sum,55.96,18.74,18.74,0,54.85,19.12,19.12,0,RING,SIMPLE,32,,,,0,RING,A_flag_ceiling
reduce_perf,1,8,2097152,524288,float,sum,57.46,36.5,36.5,0,56.87,36.87,36.87,0,RING,SIMPLE,64,,,,0,RING,A_flag_ceiling
reduce_perf,1,8,4194304,1048576,float,sum,67.48,62.16,62.16,0,64.84,64.68,64.68,0,RING,SIMPLE,112,,,,0,RING,A_flag_ceiling
reduce_perf,1,8,8388608,2097152,float,sum,82.98,101.09,101.09,0,77.48,108.27,108.27,0,RING,SIMPLE,112,,,,0,RING,A_flag_ceiling
reduce_perf,1,8,16777216,4194304,float,sum,110.07,152.43,152.43,0,103.27,162.46,162.46,0,RING,SIMPLE,112,,,,0,RING,A_flag_ceiling
reduce_perf,1,8,33554432,8388608,float,sum,171.46,195.69,195.69,0,158.94,211.11,211.11,0,RING,SIMPLE,112,,,,0,RING,A_flag_ceiling
reduce_perf,1,8,67108864,16777216,float,sum,300.1,223.62,223.62,0,294.1,228.18,228.18,0,RING,SIMPLE,112,,,,0,RING,A_flag_ceiling
reduce_perf,1,8,134217728,33554432,float,sum,515.36,260.44,260.44,0,473.83,283.26,283.26,0,RING,SIMPLE,112,,,,0,RING,A_flag_ceiling
reduce_perf,1,8,268435456,67108864,float,sum,992.86,270.37,270.37,0,934.16,287.35,287.35,0,RING,SIMPLE,112,,,,0,RING,A_flag_ceiling
reduce_perf,1,8,536870912,134217728,float,sum,1841.97,291.47,291.47,0,1840.66,291.67,291.67,0,RING,SIMPLE,112,,,,0,RING,A_flag_ceiling
