timestamp,collective,num_nodes,num_gpus,num_channels,algo,proto,avg_busbw,max_busbw,status,duration_sec,rccl_version
2026-08-18T18:18:02.595334,broadcast_perf,2,16,1,RING,SIMPLE,9.14364,16.42,success,8.133894443511963,
2026-08-18T18:18:10.747721,broadcast_perf,2,16,1,RING,LL,1.96507,2.47,success,26.619274139404297,
2026-08-18T18:18:37.386704,broadcast_perf,2,16,1,RING,LL128,7.6248,11.5,success,9.575652599334717,
2026-08-18T18:18:46.977911,broadcast_perf,2,16,2,RING,SIMPLE,13.2648,30.42,success,7.170407056808472,
2026-08-18T18:18:54.163648,broadcast_perf,2,16,2,RING,LL,3.40283,4.87,success,15.824007987976074,
2026-08-18T18:19:10.004440,broadcast_perf,2,16,2,RING,LL128,11.6219,21.62,success,7.619946241378784,
2026-08-18T18:19:17.642319,broadcast_perf,2,16,4,RING,SIMPLE,19.3786,54.12,success,6.138828277587891,
2026-08-18T18:19:23.798256,broadcast_perf,2,16,4,RING,LL,5.73477,9.51,success,10.8493013381958,
2026-08-18T18:19:34.661982,broadcast_perf,2,16,4,RING,LL128,18.9956,41.26,success,6.32099461555481,
2026-08-18T18:19:41.003246,broadcast_perf,2,16,8,RING,SIMPLE,31.9949,103.05,success,6.004326343536377,
2026-08-18T18:19:47.021987,broadcast_perf,2,16,8,RING,LL,10.2209,18.67,success,8.511586427688599,
2026-08-18T18:19:55.549793,broadcast_perf,2,16,8,RING,LL128,32.5576,80.95,success,6.190454006195068,
2026-08-18T18:20:01.762489,broadcast_perf,2,16,16,RING,SIMPLE,51.8565,193.61,success,6.644149303436279,
2026-08-18T18:20:08.424109,broadcast_perf,2,16,16,RING,LL,17.318,35.48,success,7.726264953613281,
2026-08-18T18:20:16.168842,broadcast_perf,2,16,16,RING,LL128,53.4217,153.8,success,6.684206247329712,
2026-08-18T18:20:22.872232,broadcast_perf,2,16,24,RING,SIMPLE,66.9058,266.48,success,7.250747919082642,
2026-08-18T18:20:30.138712,broadcast_perf,2,16,24,RING,LL,18.9662,40.19,success,8.473045110702515,
2026-08-18T18:20:38.628669,broadcast_perf,2,16,24,RING,LL128,67.9355,215.41,success,7.301205158233643,
2026-08-18T18:20:45.947859,broadcast_perf,2,16,32,RING,SIMPLE,74.8209,304.23,success,8.158820867538452,
2026-08-18T18:20:54.122578,broadcast_perf,2,16,32,RING,LL,19.6234,39.58,success,9.26878833770752,
2026-08-18T18:21:03.408014,broadcast_perf,2,16,32,RING,LL128,78.5759,264.4,success,8.055417776107788,
2026-08-18T18:21:11.481115,broadcast_perf,2,16,40,RING,SIMPLE,77.8329,301.74,success,9.072101831436157,
2026-08-18T18:21:20.571238,broadcast_perf,2,16,40,RING,LL,17.2014,41.29,success,9.993043899536133,
2026-08-18T18:21:30.584181,broadcast_perf,2,16,40,RING,LL128,84.3532,296.93,success,8.983612298965454,
2026-08-18T18:21:39.585629,broadcast_perf,2,16,48,RING,SIMPLE,77.2118,296.88,success,9.974880933761597,
2026-08-18T18:21:49.578204,broadcast_perf,2,16,48,RING,LL,19.6311,41.52,success,10.986247777938843,
2026-08-18T18:22:00.581834,broadcast_perf,2,16,48,RING,LL128,85.2601,302.51,success,9.727452516555786,
