collective,num_nodes,num_gpus,size_bytes,count,data_type,redop,time_oop_us,algbw_oop,busbw_oop,errors_oop,time_ip_us,algbw_ip,busbw_ip,errors_ip,algo,proto,nchannels,requested_algo,requested_proto,requested_nchannels,substituted,measured_algo_raw,nchannels_source
broadcast_perf,2,16,4096,1024,float,none,26.37,0.16,0.16,0,21.65,0.19,0.19,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,8192,2048,float,none,22.54,0.36,0.36,0,24.09,0.34,0.34,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,16384,4096,float,none,24.24,0.68,0.68,0,25.26,0.65,0.65,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,32768,8192,float,none,20.61,1.59,1.59,0,25.04,1.31,1.31,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,65536,16384,float,none,87.91,0.75,0.75,0,26.04,2.52,2.52,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,131072,32768,float,none,38.35,3.42,3.42,0,39.09,3.35,3.35,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,262144,65536,float,none,57.1,4.59,4.59,0,57.17,4.59,4.59,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,524288,131072,float,none,68.54,7.65,7.65,0,72.96,7.19,7.19,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,1048576,262144,float,none,123.2,8.51,8.51,0,123.31,8.5,8.5,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,2097152,524288,float,none,188.61,11.12,11.12,0,188.3,11.14,11.14,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,4194304,1048576,float,none,346.1,12.12,12.12,0,345.16,12.15,12.15,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,8388608,2097152,float,none,558.88,15.01,15.01,0,626.07,13.4,13.4,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,16777216,4194304,float,none,1081.17,15.52,15.52,0,1090.13,15.39,15.39,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,33554432,8388608,float,none,2094.44,16.02,16.02,0,2072.52,16.19,16.19,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,67108864,16777216,float,none,4106.57,16.34,16.34,0,4116.08,16.3,16.3,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,134217728,33554432,float,none,8217.27,16.33,16.33,0,8232.21,16.3,16.3,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,268435456,67108864,float,none,16353.3,16.41,16.41,0,16449.8,16.32,16.32,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,536870912,134217728,float,none,32754.0,16.39,16.39,0,32897.5,16.32,16.32,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,4096,1024,float,none,18.38,0.22,0.22,0,19.21,0.21,0.21,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,8192,2048,float,none,20.71,0.4,0.4,0,18.53,0.44,0.44,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,16384,4096,float,none,20.3,0.81,0.81,0,22.84,0.72,0.72,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,32768,8192,float,none,28.48,1.15,1.15,0,26.66,1.23,1.23,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,65536,16384,float,none,41.5,1.58,1.58,0,38.15,1.72,1.72,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,131072,32768,float,none,63.51,2.06,2.06,0,65.96,1.99,1.99,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,262144,65536,float,none,112.57,2.33,2.33,0,111.9,2.34,2.34,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,524288,131072,float,none,218.58,2.4,2.4,0,219.02,2.39,2.39,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,1048576,262144,float,none,432.34,2.43,2.43,0,433.63,2.42,2.42,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,2097152,524288,float,none,862.49,2.43,2.43,0,862.86,2.43,2.43,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,4194304,1048576,float,none,1716.61,2.44,2.44,0,1719.12,2.44,2.44,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,8388608,2097152,float,none,3429.92,2.45,2.45,0,3439.44,2.44,2.44,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,16777216,4194304,float,none,6854.99,2.45,2.45,0,6854.97,2.45,2.45,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,33554432,8388608,float,none,13676.3,2.45,2.45,0,13713.2,2.45,2.45,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,67108864,16777216,float,none,27404.9,2.45,2.45,0,27444.2,2.45,2.45,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,134217728,33554432,float,none,54781.0,2.45,2.45,0,54755.4,2.45,2.45,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,268435456,67108864,float,none,109469.0,2.45,2.45,0,109760.0,2.45,2.45,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,536870912,134217728,float,none,219278.0,2.45,2.45,0,219383.0,2.45,2.45,0,RING,LL,1,RING,LL,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,4096,1024,float,none,24.65,0.17,0.17,0,15.6,0.26,0.26,0,RING,LL128,1,RING,LL128,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,8192,2048,float,none,22.77,0.36,0.36,0,17.72,0.46,0.46,0,RING,LL128,1,RING,LL128,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,16384,4096,float,none,21.19,0.77,0.77,0,20.87,0.79,0.79,0,RING,LL128,1,RING,LL128,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,32768,8192,float,none,22.04,1.49,1.49,0,19.15,1.71,1.71,0,RING,LL128,1,RING,LL128,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,65536,16384,float,none,21.07,3.11,3.11,0,22.28,2.94,2.94,0,RING,LL128,1,RING,LL128,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,131072,32768,float,none,35.43,3.7,3.7,0,33.45,3.92,3.92,0,RING,LL128,1,RING,LL128,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,262144,65536,float,none,36.63,7.16,7.16,0,37.93,6.91,6.91,0,RING,LL128,1,RING,LL128,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,524288,131072,float,none,66.46,7.89,7.89,0,59.69,8.78,8.78,0,RING,LL128,1,RING,LL128,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,1048576,262144,float,none,104.95,9.99,9.99,0,105.91,9.9,9.9,0,RING,LL128,1,RING,LL128,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,2097152,524288,float,none,197.22,10.63,10.63,0,196.43,10.68,10.68,0,RING,LL128,1,RING,LL128,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,4194304,1048576,float,none,374.01,11.21,11.21,0,372.14,11.27,11.27,0,RING,LL128,1,RING,LL128,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,8388608,2097152,float,none,734.06,11.43,11.43,0,733.35,11.44,11.44,0,RING,LL128,1,RING,LL128,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,16777216,4194304,float,none,1454.36,11.54,11.54,0,1452.97,11.55,11.55,0,RING,LL128,1,RING,LL128,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,33554432,8388608,float,none,2900.32,11.57,11.57,0,2897.45,11.58,11.58,0,RING,LL128,1,RING,LL128,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,67108864,16777216,float,none,5794.39,11.58,11.58,0,5792.03,11.59,11.59,0,RING,LL128,1,RING,LL128,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,134217728,33554432,float,none,11596.0,11.57,11.57,0,11561.9,11.61,11.61,0,RING,LL128,1,RING,LL128,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,268435456,67108864,float,none,23184.5,11.58,11.58,0,23104.9,11.62,11.62,0,RING,LL128,1,RING,LL128,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,536870912,134217728,float,none,46351.5,11.58,11.58,0,46168.8,11.63,11.63,0,RING,LL128,1,RING,LL128,1,0,RING,A_flag_ceiling
broadcast_perf,2,16,4096,1024,float,none,22.1,0.19,0.19,0,23.79,0.17,0.17,0,RING,SIMPLE,2,RING,SIMPLE,2,0,RING,A_flag_ceiling
broadcast_perf,2,16,8192,2048,float,none,22.58,0.36,0.36,0,19.31,0.42,0.42,0,RING,SIMPLE,2,RING,SIMPLE,2,0,RING,A_flag_ceiling
broadcast_perf,2,16,16384,4096,float,none,24.41,0.67,0.67,0,19.09,0.86,0.86,0,RING,SIMPLE,2,RING,SIMPLE,2,0,RING,A_flag_ceiling
broadcast_perf,2,16,32768,8192,float,none,43.91,0.75,0.75,0,43.5,0.75,0.75,0,RING,SIMPLE,2,RING,SIMPLE,2,0,RING,A_flag_ceiling
broadcast_perf,2,16,65536,16384,float,none,51.87,1.26,1.26,0,51.73,1.27,1.27,0,RING,SIMPLE,2,RING,SIMPLE,2,0,RING,A_flag_ceiling
broadcast_perf,2,16,131072,32768,float,none,58.31,2.25,2.25,0,58.96,2.22,2.22,0,RING,SIMPLE,2,RING,SIMPLE,2,0,RING,A_flag_ceiling
broadcast_perf,2,16,262144,65536,float,none,68.37,3.83,3.83,0,68.87,3.81,3.81,0,RING,SIMPLE,2,RING,SIMPLE,2,0,RING,A_flag_ceiling
broadcast_perf,2,16,524288,131072,float,none,87.64,5.98,5.98,0,88.67,5.91,5.91,0,RING,SIMPLE,2,RING,SIMPLE,2,0,RING,A_flag_ceiling
broadcast_perf,2,16,1048576,262144,float,none,119.83,8.75,8.75,0,119.92,8.74,8.74,0,RING,SIMPLE,2,RING,SIMPLE,2,0,RING,A_flag_ceiling
broadcast_perf,2,16,2097152,524288,float,none,173.54,12.08,12.08,0,173.53,12.09,12.09,0,RING,SIMPLE,2,RING,SIMPLE,2,0,RING,A_flag_ceiling
broadcast_perf,2,16,4194304,1048576,float,none,270.5,15.51,15.51,0,270.55,15.5,15.5,0,RING,SIMPLE,2,RING,SIMPLE,2,0,RING,A_flag_ceiling
broadcast_perf,2,16,8388608,2097152,float,none,428.51,19.58,19.58,0,426.73,19.66,19.66,0,RING,SIMPLE,2,RING,SIMPLE,2,0,RING,A_flag_ceiling
