collective,num_nodes,num_gpus,size_bytes,count,data_type,redop,time_oop_us,algbw_oop,busbw_oop,errors_oop,time_ip_us,algbw_ip,busbw_ip,errors_ip,algo,proto,nchannels,requested_algo,requested_proto,requested_nchannels,substituted,measured_algo_raw,nchannels_source
all_reduce_perf,1,8,4096,1024,float,sum,94.84,0.04,0.08,0,40.66,0.1,0.18,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
all_reduce_perf,1,8,8192,2048,float,sum,40.91,0.2,0.35,0,40.14,0.2,0.36,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
all_reduce_perf,1,8,16384,4096,float,sum,41.46,0.4,0.69,0,39.08,0.42,0.73,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
all_reduce_perf,1,8,32768,8192,float,sum,40.31,0.81,1.42,0,39.39,0.83,1.46,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
all_reduce_perf,1,8,65536,16384,float,sum,42.33,1.55,2.71,0,41.29,1.59,2.78,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
all_reduce_perf,1,8,131072,32768,float,sum,52.17,2.51,4.4,0,51.84,2.53,4.42,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
all_reduce_perf,1,8,262144,65536,float,sum,73.22,3.58,6.27,0,72.53,3.61,6.33,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
all_reduce_perf,1,8,524288,131072,float,sum,114.15,4.59,8.04,0,112.28,4.67,8.17,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
all_reduce_perf,1,8,1048576,262144,float,sum,195.02,5.38,9.41,0,189.17,5.54,9.7,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
all_reduce_perf,1,8,2097152,524288,float,sum,339.7,6.17,10.8,0,325.16,6.45,11.29,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
all_reduce_perf,1,8,4194304,1048576,float,sum,612.03,6.85,11.99,0,578.9,7.25,12.68,0,RING,SIMPLE,1,RING,SIMPLE,1,0,RING,A_flag_ceiling
