collective,num_nodes,num_gpus,size_bytes,algo,proto,nchannels,requested_algo,requested_proto,substituted,busbw_ip,time_ip_us,busbw_oop,time_oop_us,n_repeats,spread_pct,count,data_type,redop,algbw_ip,algbw_oop,errors_ip,errors_oop
all_reduce_perf,1,8,4096,RING,LL,1,RING,LL,0,0.31,23.47,0.28,25.47,3,3.2258064516129057,1024,float,sum,0.1,0.04,0,0
all_reduce_perf,1,8,4096,RING,LL,2,RING,LL,0,0.3,23.68,0.28,25.58,3,0.0,1024,float,sum,0.1,0.04,0,0
all_reduce_perf,1,8,4096,RING,LL,4,RING,LL,0,0.3,23.54,0.29,24.98,3,3.3333333333333366,1024,float,sum,0.1,0.04,0,0
all_reduce_perf,1,8,4096,RING,LL,8,RING,LL,0,0.3,23.7,0.28,25.42,3,0.0,1024,float,sum,0.1,0.04,0,0
all_reduce_perf,1,8,4096,RING,LL,16,RING,LL,0,0.3,23.65,0.28,25.68,3,0.0,1024,float,sum,0.1,0.04,0,0
all_reduce_perf,1,8,4096,RING,LL,24,RING,LL,0,0.3,23.66,0.29,24.98,3,0.0,1024,float,sum,0.1,0.04,0,0
all_reduce_perf,1,8,4096,RING,LL,32,RING,LL,0,0.3,23.71,0.28,25.34,3,3.3333333333333366,1024,float,sum,0.1,0.04,0,0
all_reduce_perf,1,8,4096,RING,LL,40,RING,LL,0,0.31,23.36,0.29,25.05,3,3.2258064516129057,1024,float,sum,0.1,0.04,0,0
all_reduce_perf,1,8,4096,RING,LL,48,RING,LL,0,0.31,23.47,0.28,25.36,3,3.2258064516129057,1024,float,sum,0.1,0.04,0,0
all_reduce_perf,1,8,4096,RING,LL,56,RING,LL,0,0.31,23.46,0.29,25.03,3,3.2258064516129057,1024,float,sum,0.1,0.04,0,0
all_reduce_perf,1,8,4096,RING,SIMPLE,1,RING,SIMPLE,0,0.18,40.38,0.17,42.92,3,0.0,1024,float,sum,0.1,0.04,0,0
all_reduce_perf,1,8,4096,RING,SIMPLE,2,RING,SIMPLE,0,0.18,40.43,0.17,42.12,3,0.0,1024,float,sum,0.1,0.04,0,0
all_reduce_perf,1,8,4096,RING,SIMPLE,4,RING,SIMPLE,0,0.18,39.72,0.17,41.98,3,0.0,1024,float,sum,0.1,0.04,0,0
all_reduce_perf,1,8,4096,RING,SIMPLE,8,RING,SIMPLE,0,0.18,40.19,0.17,42.28,3,0.0,1024,float,sum,0.1,0.04,0,0
all_reduce_perf,1,8,4096,RING,SIMPLE,16,RING,SIMPLE,0,0.18,40.13,0.17,42.23,3,0.0,1024,float,sum,0.1,0.04,0,0
all_reduce_perf,1,8,4096,RING,SIMPLE,24,RING,SIMPLE,0,0.18,40.62,0.17,42.48,3,0.0,1024,float,sum,0.1,0.04,0,0
all_reduce_perf,1,8,4096,RING,SIMPLE,32,RING,SIMPLE,0,0.18,39.69,0.17,41.45,3,0.0,1024,float,sum,0.1,0.04,0,0
all_reduce_perf,1,8,4096,RING,SIMPLE,40,RING,SIMPLE,0,0.18,39.89,0.17,42.24,3,0.0,1024,float,sum,0.1,0.04,0,0
all_reduce_perf,1,8,4096,RING,SIMPLE,48,RING,SIMPLE,0,0.18,40.12,0.17,42.13,3,0.0,1024,float,sum,0.1,0.04,0,0
all_reduce_perf,1,8,4096,RING,SIMPLE,56,RING,SIMPLE,0,0.18,40.26,0.17,42.25,3,5.555555555555546,1024,float,sum,0.1,0.04,0,0
all_reduce_perf,1,8,4096,TREE,LL,1,TREE,LL,0,0.32,22.12,0.31,23.09,3,0.0,1024,float,sum,0.1,0.04,0,0
all_reduce_perf,1,8,4096,TREE,LL,1,,,0,0.32,22.32,0.31,23.46,3,3.1250000000000027,1024,float,sum,0.1,0.04,0,0
all_reduce_perf,1,8,4096,TREE,LL,2,TREE,LL,0,0.37,19.27,0.35,20.49,3,5.405405405405411,1024,float,sum,0.1,0.04,0,0
all_reduce_perf,1,8,4096,TREE,LL,4,TREE,LL,0,0.37,19.38,0.35,20.55,3,5.405405405405411,1024,float,sum,0.1,0.04,0,0
all_reduce_perf,1,8,4096,TREE,LL,8,TREE,LL,0,0.37,19.27,0.35,20.37,3,5.405405405405411,1024,float,sum,0.1,0.04,0,0
all_reduce_perf,1,8,4096,TREE,LL,16,TREE,LL,0,0.37,19.4,0.34,21.15,3,2.7027027027027053,1024,float,sum,0.1,0.04,0,0
all_reduce_perf,1,8,4096,TREE,LL,24,TREE,LL,0,0.38,19.11,0.35,20.55,3,5.263157894736847,1024,float,sum,0.1,0.04,0,0
all_reduce_perf,1,8,4096,TREE,LL,32,TREE,LL,0,0.36,19.68,0.34,20.83,3,8.333333333333341,1024,float,sum,0.1,0.04,0,0
all_reduce_perf,1,8,4096,TREE,LL,40,TREE,LL,0,0.37,19.4,0.35,20.59,3,2.7027027027027053,1024,float,sum,0.1,0.04,0,0
all_reduce_perf,1,8,4096,TREE,LL,48,TREE,LL,0,0.36,19.64,0.35,20.73,3,2.7777777777777803,1024,float,sum,0.1,0.04,0,0
all_reduce_perf,1,8,4096,TREE,LL,56,TREE,LL,0,0.37,19.53,0.35,20.29,3,5.405405405405411,1024,float,sum,0.1,0.04,0,0
